idStudent,idClass,score
170797,12371,8.89
170798,12371,7.55
170799,12371,9.97
170800,12371,9.51
170801,12371,7.24
170802,12371,7.75
170803,12371,0.51
170804,12371,9.45
170805,12371,9.5
170806,12371,6.41
170807,12371,1.17
170808,12371,5.74
170809,12371,7.2
170810,12372,3.25
170811,12372,7.62
170812,12372,5.82
170813,12372,7.72
170814,12372,3.79
170815,12372,8.59
170816,12372,6.99
170817,12372,3.74
170818,12372,4.39
170819,12372,9.43
170820,12372,5.56
170821,12372,5.77
170822,12372,9.29
170823,12372,1.86
170824,12372,4.82
170825,12372,5.55
170826,12372,2.85
170827,12372,5.18
170828,12372,7.13
170829,12372,1.15
170830,12372,8.73
170831,12372,3.11
170832,12372,7.16
170833,12372,1.1
170834,12372,1.81
170835,12372,0.42
170836,12372,1.71
170837,12372,7.57
170838,12372,3.25
170839,12372,1.38
170840,12373,7.06
170841,12373,4.43
170842,12373,1.34
170843,12373,8.83
170844,12373,8.77
170845,12373,2.74
170846,12373,6.35
170847,12373,9.34
170848,12373,0.47
170849,12373,1.65
170850,12373,1.98
170851,12373,1.29
170852,12373,4.19
170853,12373,1.05
170854,12373,5.42
170855,12373,8.82
170856,12373,4.49
170857,12373,8.64
170858,12373,6.0
170859,12373,6.38
170860,12373,3.87
170861,12373,1.69
170862,12373,5.8
170863,12373,9.69
170864,12373,8.53
170865,12373,3.16
170866,12373,8.48
170867,12373,5.2
170868,12373,5.87
170869,12373,6.51
170870,12374,0.24
170871,12374,7.7
170872,12374,10.0
170873,12374,2.83
170874,12374,1.79
170875,12374,7.91
170876,12374,9.74
170877,12374,9.97
170878,12374,7.15
170879,12374,2.28
170880,12374,8.27
170881,12374,0.06
170882,12374,5.49
170883,12374,8.16
170884,12374,6.95
170885,12374,3.08
170886,12374,9.58
170887,12374,8.43
170888,12374,7.07
170889,12374,3.69
170890,12374,9.12
170891,12374,6.25
170892,12374,5.66
170893,12374,6.14
170894,12374,9.27
170895,12374,10.0
170896,12374,4.54
170897,12374,7.3
170898,12374,7.82
170899,12374,5.92
170900,12375,1.91
170901,12375,8.44
170902,12375,3.09
170903,12375,4.61
170904,12375,6.21
170905,12375,6.18
170906,12375,2.54
170907,12375,1.14
170908,12375,9.51
170909,12375,5.52
170910,12375,7.46
170911,12375,3.24
170912,12375,7.66
170913,12375,3.02
170914,12375,3.82
170915,12375,0.03
170916,12375,1.76
170917,12375,5.47
170918,12375,1.46
170919,12375,8.58
170920,12375,3.92
170921,12375,5.52
170922,12375,7.18
170923,12375,8.03
170924,12375,5.01
170925,12375,9.44
170926,12375,7.59
170927,12375,2.16
170928,12375,2.39
170929,12375,1.09
170930,12376,3.1
170931,12376,1.53
170932,12376,1.37
170933,12376,6.6
170934,12376,0.25
170935,12376,5.94
170936,12376,6.08
170937,12376,7.32
170938,12376,9.15
170939,12376,5.28
170940,12376,6.31
170941,12376,6.16
170942,12376,1.96
170943,12376,0.43
170944,12376,1.86
170945,12376,3.68
170946,12376,1.93
170947,12376,2.36
170948,12376,1.83
170949,12376,4.14
170950,12376,2.36
170951,12376,6.5
170952,12376,8.76
170953,12376,9.04
170954,12376,8.31
170955,12376,5.12
170956,12376,4.31
170957,12376,8.08
170958,12376,0.54
170959,12376,6.07
170960,12377,9.61
170961,12377,2.35
170962,12377,7.02
170963,12377,8.14
170964,12377,4.93
170965,12377,8.79
170966,12377,3.0
170967,12377,0.15
170968,12377,0.24
170969,12377,2.95
170970,12377,0.19
170971,12377,3.66
170972,12377,9.65
170973,12377,0.47
170974,12377,9.38
170975,12377,5.32
170976,12377,2.97
170977,12377,9.35
170978,12377,0.62
170979,12377,8.09
170980,12377,3.81
170981,12377,5.5
170982,12377,0.39
170983,12377,8.74
170984,12377,9.72
170985,12377,3.69
170986,12377,9.02
170987,12377,2.65
170988,12377,8.72
170989,12377,8.02
170990,12378,1.78
170991,12378,1.9
170992,12378,7.82
170993,12378,7.8
170994,12378,9.25
170995,12378,0.16
170996,12378,1.48
170997,12378,1.3
170998,12378,7.96
170999,12378,8.04
171000,12378,0.72
171001,12378,0.49
171002,12378,0.2
171003,12378,3.67
171004,12378,6.7
171005,12378,2.72
171006,12378,2.96
171007,12378,2.73
171008,12378,3.82
171009,12378,8.99
171010,12378,7.75
171011,12378,2.09
171012,12378,1.26
171013,12378,4.75
171014,12378,0.91
171015,12378,0.04
171016,12378,8.21
171017,12378,9.19
171018,12378,5.94
171019,12378,4.08
171020,12379,8.39
171021,12379,9.41
171022,12379,5.53
171023,12379,6.4
171024,12379,9.79
171025,12379,8.0
171026,12379,6.2
171027,12379,1.37
171028,12379,7.15
171029,12379,9.86
171030,12379,7.62
171031,12379,1.07
171032,12379,5.83
171033,12379,8.8
171034,12379,1.31
171035,12379,7.15
171036,12379,1.46
171037,12379,1.69
171038,12379,6.97
171039,12379,1.71
171040,12379,6.06
171041,12379,3.37
171042,12379,0.42
171043,12379,4.27
171044,12379,1.47
171045,12379,0.62
171046,12379,7.43
171047,12379,1.55
171048,12379,4.97
171049,12379,1.0
171050,12380,0.98
171051,12380,3.99
171052,12380,9.9
171053,12380,3.96
171054,12380,9.05
171055,12380,4.95
171056,12380,1.58
171057,12380,2.25
171058,12380,1.68
171059,12380,8.95
171060,12380,3.93
171061,12380,3.97
171062,12380,5.21
171063,12380,8.4
171064,12380,5.75
171065,12380,4.35
171066,12380,2.72
171067,12380,3.53
171068,12380,3.1
171069,12380,0.13
171070,12380,3.27
171071,12380,1.34
171072,12380,5.7
171073,12380,0.87
171074,12380,6.16
171075,12380,0.13
171076,12380,4.87
171077,12380,4.21
171078,12380,5.22
171079,12380,3.61
171080,12381,2.13
171081,12381,7.92
171082,12381,1.94
171083,12381,7.87
171084,12381,0.54
171085,12381,4.6
171086,12381,0.17
171087,12381,7.34
171088,12381,7.52
171089,12381,2.48
171090,12381,0.02
171091,12381,8.32
171092,12381,6.76
171093,12381,4.47
171094,12381,1.51
171095,12381,2.77
171096,12381,1.37
171097,12381,2.91
171098,12381,7.59
171099,12381,7.96
171100,12381,2.97
171101,12381,0.31
171102,12381,6.88
171103,12381,0.66
171104,12381,2.18
171105,12381,5.72
171106,12381,8.05
171107,12381,7.59
171108,12381,7.35
171109,12381,4.45
171110,12382,7.22
171111,12382,6.55
171112,12382,4.1
171113,12382,1.63
171114,12382,1.59
171115,12382,7.73
171116,12382,9.35
171117,12382,4.4
171118,12382,3.12
171119,12382,5.28
171120,12382,2.44
171121,12382,1.13
171122,12382,9.19
171123,12382,9.75
171124,12382,7.12
171125,12382,8.62
171126,12382,1.75
171127,12382,3.65
171128,12382,3.04
171129,12382,8.05
171130,12382,1.49
171131,12382,7.01
171132,12382,4.37
171133,12382,7.03
171134,12382,6.13
171135,12382,5.05
171136,12382,8.91
171137,12382,4.1
171138,12382,5.6
171139,12382,7.09
171140,12383,7.97
171141,12383,0.96
171142,12383,4.81
171143,12383,9.35
171144,12383,8.67
171145,12383,8.93
171146,12383,6.61
171147,12383,7.8
171148,12383,9.87
171149,12383,8.86
171150,12383,7.34
171151,12383,8.33
171152,12383,6.38
171153,12383,3.62
171154,12383,7.77
171155,12383,3.39
171156,12383,0.68
171157,12383,6.71
171158,12383,4.62
171159,12383,3.64
171160,12383,9.08
171161,12383,3.51
171162,12383,1.77
171163,12383,7.83
171164,12383,2.71
171165,12383,7.04
171166,12383,8.97
171167,12383,8.22
171168,12383,5.68
171169,12383,6.79
171170,12384,9.82
171171,12384,7.34
171172,12384,5.91
171173,12384,6.64
171174,12384,7.48
171175,12384,1.02
171176,12384,8.96
171177,12384,5.58
171178,12384,3.26
171179,12384,2.88
171180,12384,0.11
171181,12384,3.39
171182,12384,8.29
171183,12384,6.72
171184,12384,4.1
171185,12384,3.7
171186,12384,7.54
171187,12384,8.27
171188,12384,6.67
171189,12384,7.76
171190,12384,6.9
171191,12384,6.28
171192,12384,4.85
171193,12384,1.65
171194,12384,3.46
171195,12384,4.35
171196,12384,6.93
171197,12384,8.29
171198,12384,2.25
171199,12384,2.18
171200,12385,9.84
171201,12385,1.16
171202,12385,5.96
171203,12385,8.26
171204,12385,0.31
171205,12385,9.36
171206,12385,5.63
171207,12385,1.68
171208,12385,8.87
171209,12385,3.64
171210,12385,3.66
171211,12385,2.35
171212,12385,1.54
171213,12385,9.89
171214,12385,9.12
171215,12385,2.98
171216,12385,3.73
171217,12385,9.38
171218,12385,8.44
171219,12385,1.04
171220,12385,0.5
171221,12385,1.09
171222,12385,4.59
171223,12385,7.99
171224,12385,1.09
171225,12385,6.99
171226,12385,3.41
171227,12385,4.04
171228,12385,2.91
171229,12385,5.2
171230,12386,5.05
171231,12386,6.82
171232,12386,3.38
171233,12386,5.88
171234,12386,7.09
171235,12386,6.27
171236,12386,2.8
171237,12386,1.84
171238,12386,0.24
171239,12386,8.49
171240,12386,9.66
171241,12386,1.85
171242,12386,8.01
171243,12386,7.16
171244,12386,4.93
171245,12386,3.39
171246,12386,4.94
171247,12386,7.86
171248,12386,4.09
171249,12386,7.62
171250,12386,4.18
171251,12386,8.65
171252,12386,6.7
171253,12386,0.54
171254,12386,5.97
171255,12386,2.43
171256,12386,5.31
171257,12386,0.32
171258,12386,4.88
171259,12386,0.34
171260,12387,9.41
171261,12387,6.81
171262,12387,6.38
171263,12387,4.09
171264,12387,2.66
171265,12387,0.25
171266,12387,6.37
171267,12387,8.81
171268,12387,0.5
171269,12387,1.45
171270,12387,0.29
171271,12387,1.35
171272,12387,8.3
171273,12387,5.18
171274,12387,9.86
171275,12387,3.13
171276,12387,3.69
171277,12387,0.65
171278,12387,6.26
171279,12387,9.02
171280,12387,4.91
171281,12387,0.76
171282,12387,8.76
171283,12387,8.45
171284,12387,7.24
171285,12387,1.46
171286,12387,2.61
171287,12387,6.37
171288,12387,7.34
171289,12387,9.32
171290,12388,7.76
171291,12388,5.7
171292,12388,0.74
171293,12388,3.43
171294,12388,4.13
171295,12388,7.03
171296,12388,4.29
171297,12388,7.09
171298,12388,6.53
171299,12388,5.09
171300,12388,5.59
171301,12388,3.06
171302,12388,6.22
171303,12388,8.58
171304,12388,9.2
171305,12388,9.41
171306,12388,6.97
171307,12388,4.67
171308,12388,5.7
171309,12388,5.24
171310,12388,2.68
171311,12388,2.75
171312,12388,2.78
171313,12388,2.78
171314,12388,3.66
171315,12388,5.49
171316,12388,3.74
171317,12388,4.35
171318,12388,9.93
171319,12388,5.85
171320,12389,7.73
171321,12389,0.36
171322,12389,8.05
171323,12389,4.61
171324,12389,8.0
171325,12389,9.48
171326,12389,3.53
171327,12389,4.98
171328,12389,1.41
171329,12389,8.57
171330,12389,0.63
171331,12389,5.57
171332,12389,3.83
171333,12389,2.22
171334,12389,5.41
171335,12389,4.8
171336,12389,6.09
171337,12389,7.43
171338,12389,3.9
171339,12389,7.5
171340,12389,5.72
171341,12389,6.05
171342,12389,2.24
171343,12389,5.75
171344,12389,4.33
171345,12389,4.37
171346,12389,3.93
171347,12389,8.06
171348,12389,2.78
171349,12389,6.63
171350,12390,6.38
171351,12390,1.69
171352,12390,4.23
171353,12390,6.34
171354,12390,1.72
171355,12390,5.24
171356,12390,0.87
171357,12390,1.8
171358,12390,1.28
171359,12390,8.37
171360,12390,3.96
171361,12390,5.8
171362,12390,4.57
171363,12390,9.89
171364,12390,2.75
171365,12390,3.72
171366,12390,0.73
171367,12390,4.7
171368,12390,7.64
171369,12390,6.44
171370,12390,5.03
171371,12390,9.36
171372,12390,6.68
171373,12390,1.65
171374,12390,2.37
171375,12390,5.78
171376,12390,3.98
171377,12390,1.17
171378,12390,7.67
171379,12390,9.26
171380,12391,8.97
171381,12391,0.41
171382,12391,8.42
171383,12391,2.67
171384,12391,9.92
171385,12391,0.78
171386,12391,4.06
171387,12391,6.93
171388,12391,3.44
171389,12391,6.89
171390,12391,7.98
171391,12391,3.77
171392,12391,6.01
171393,12391,2.12
171394,12391,9.65
171395,12391,8.99
171396,12391,7.5
